* Measurement data measured by REW V5.31.3
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0.540
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Aug 13, 2026 7:07:57 PM
* REW Settings:
148.681641 81.897 116.4325
149.047852 82.344 137.3049
149.414062 85.417 142.5183
149.780273 87.699 133.1517
150.146484 88.619 118.6703
150.512695 88.188 103.6412
150.878906 86.305 92.0541
151.245117 82.955 92.6183
151.611328 81.062 118.9496
151.977539 83.962 136.4332
152.343750 86.564 132.1699
152.709961 87.687 120.9050
153.076172 87.531 108.8657
153.442383 86.255 99.8046
153.808594 84.133 98.6182
154.174805 82.426 110.8364
154.541016 83.202 127.2893
154.907227 85.301 132.4247
155.273438 87.047 128.8102
155.639648 88.112 121.5226
156.005859 88.506 113.4233
156.372070 88.278 106.7313
156.738281 87.603 104.0807
157.104492 87.078 107.6438
157.470703 87.596 114.1455
157.836914 88.989 115.6902
158.203125 90.236 110.3542
158.569336 90.709 100.9359
158.935547 90.125 90.7705
159.301758 88.283 84.2151
159.667969 85.435 90.3258
160.034180 84.664 115.0957
160.400391 87.229 127.5062
160.766602 89.189 122.6604
161.132812 89.555 111.5693
161.499023 88.108 100.2468
161.865234 84.174 97.2987
162.231445 79.532 139.3768
162.597656 85.262 174.9304
162.963867 89.528 169.9658
163.330078 91.605 157.3629
163.696289 92.268 143.6202
164.062500 91.865 131.1851
164.428711 90.624 122.1608
164.794922 88.896 119.0133
165.161133 87.421 123.0184
165.527344 86.991 130.1356
165.893555 87.410 134.1252
166.259766 88.035 133.9948
166.625977 88.626 131.3234
166.992188 89.179 126.9034
167.358398 89.649 120.8162
167.724609 89.906 113.4333
168.090820 89.822 105.8763
168.457031 89.364 99.9427
168.823242 88.701 97.7019
169.189453 88.300 99.9705
169.555664 88.606 103.9604
169.921875 89.423 105.5319
170.288086 90.194 104.0295
170.654297 90.622 101.4976
171.020508 90.762 100.1979
171.386719 90.926 101.0433
171.752930 91.411 102.5071
172.119141 92.144 101.9323
172.485352 92.757 98.3633
172.851562 92.936 92.8464
173.217773 92.539 87.3231
173.583984 91.600 84.1575
173.950195 90.433 85.7361
174.316406 89.711 92.1823
174.682617 89.866 98.8018
175.048828 90.438 101.2908
175.415039 90.829 100.2815
175.781250 90.867 98.3336
176.147461 90.714 97.3418
176.513672 90.670 97.3977
176.879883 90.876 96.7983
177.246094 91.156 93.9902
177.612305 91.219 89.1478
177.978516 90.879 83.8267
178.344727 90.132 80.2366
178.710938 89.236 80.5977
179.077148 88.751 85.2594
179.443359 89.084 90.5951
179.809570 89.921 92.6101
180.175781 90.714 91.1577
180.541992 91.200 88.1395
180.908203 91.373 85.4034
181.274414 91.363 84.1628
181.640625 91.373 84.7800
182.006836 91.589 86.6224
182.373047 92.077 88.3716
182.739258 92.753 88.8167
183.105469 93.454 87.4395
183.471680 94.020 84.4331
183.837891 94.343 80.4706
184.204102 94.383 76.5038
184.570312 94.192 73.5682
184.936523 93.934 72.3828
185.302734 93.839 72.6498
185.668945 94.030 72.8185
186.035156 94.383 71.2994
186.401367 94.643 67.8130
186.767578 94.618 63.3301
187.133789 94.257 59.4283
187.500000 93.681 57.7649
187.866211 93.214 59.1766
188.232422 93.227 62.2640
188.598633 93.748 63.9408
188.964844 94.429 62.5228
189.331055 94.937 58.5488
189.697266 95.127 53.3856
190.063477 94.989 48.3199
190.429688 94.600 44.2999
190.795898 94.084 41.8135
191.162109 93.576 40.7797
191.528320 93.164 40.6324
191.894531 92.856 40.6987
192.260742 92.605 40.5780
192.626953 92.363 40.2035
192.993164 92.110 39.6703
193.359375 91.848 39.0645
193.725586 91.595 38.3745
194.091797 91.362 37.4633
194.458008 91.145 36.1067
194.824219 90.905 34.1299
195.190430 90.577 31.5983
195.556641 90.101 28.9497
195.922852 89.462 26.9803
196.289062 88.738 26.6035
196.655273 88.120 28.2435
197.021484 87.806 31.1122
197.387695 87.805 33.5867
197.753906 87.912 34.8544
198.120117 87.935 35.6444
198.486328 87.880 37.4033
198.852539 87.978 40.8041
199.218750 88.471 44.4531
199.584961 89.269 45.9110
199.951172 90.009 44.2961
200.317383 90.373 40.6965
200.683594 90.222 37.1912
201.049805 89.639 36.3209
201.416016 89.066 40.1298
201.782227 89.211 46.8997
202.148438 90.154 50.7389
202.514648 91.179 48.8866
202.880859 91.708 43.0315
203.247070 91.508 36.0029
203.613281 90.558 30.9935
203.979492 89.169 31.9805
204.345703 88.416 40.7590
204.711914 89.230 49.0664
205.078125 90.636 48.8558
205.444336 91.556 42.1216
205.810547 91.655 33.0170
206.176758 90.920 25.2465
206.542969 89.615 22.9172
206.909180 88.708 28.8259
207.275391 89.343 36.3423
207.641602 90.801 35.9824
208.007812 91.891 28.5448
208.374023 92.201 18.0496
208.740234 91.689 7.7983
209.106445 90.503 0.8413
209.472656 89.151 -0.2443
209.838867 88.512 2.7208
210.205078 88.682 2.1544
210.571289 88.679 -5.6833
210.937500 87.626 -19.5358
211.303711 84.704 -38.7163
211.669922 77.757 -72.0757
212.036133 75.413 160.2773
212.402344 83.698 118.3105
212.768555 87.114 98.8904
213.134766 88.468 85.8732
213.500977 88.741 79.2666
213.867188 88.830 79.9918
214.233398 89.666 84.5454
214.599609 91.213 86.0784
214.965820 92.724 82.7216
215.332031 93.776 76.5868
215.698242 94.307 69.9978
216.064453 94.423 64.6194
216.430664 94.319 61.3885
216.796875 94.221 60.3118
217.163086 94.280 60.4746
217.529297 94.495 60.7615
217.895508 94.765 60.6868
218.261719 95.012 60.4580
218.627930 95.232 60.5142
218.994141 95.488 61.0815
219.360352 95.862 61.9185
219.726562 96.391 62.3342
220.092773 97.024 61.5563
220.458984 97.640 59.1953
220.825195 98.107 55.4279
221.191406 98.332 50.8801
221.557617 98.286 46.4243
221.923828 98.022 42.9594
222.290039 97.678 41.0654
222.656250 97.438 40.5126
223.022461 97.404 40.1488
223.388672 97.498 38.7415
223.754883 97.537 35.9550
224.121094 97.371 32.4125
224.487305 96.952 29.2240
224.853516 96.354 27.5442
225.219727 95.772 28.0690
225.585938 95.466 30.3365
225.952148 95.573 32.5757
226.318359 95.982 32.9414
226.684570 96.443 30.7623
227.050781 96.742 26.4513
227.416992 96.743 20.9442
227.783203 96.386 15.4458
228.149414 95.698 11.4008
228.515625 94.861 10.2472
228.881836 94.245 12.2819
229.248047 94.159 15.2570
229.614258 94.437 16.1451
229.980469 94.623 14.5189
230.346680 94.434 12.4542
230.712891 93.937 12.9031
231.079102 93.643 17.5570
231.445312 94.140 23.4587
231.811523 95.189 25.4419
232.177734 96.061 22.8468
232.543945 96.326 18.5266
232.910156 95.945 16.3152
233.276367 95.384 20.0404
233.642578 95.713 29.0109
234.008789 97.259 34.7067
234.375000 99.004 32.8990
234.741211 100.222 26.1711
235.107422 100.737 17.7856
235.473633 100.607 10.3243
235.839844 100.057 5.9095
236.206055 99.528 5.4917
236.572266 99.488 7.0736
236.938477 99.896 6.8596
237.304688 100.285 3.5094
237.670898 100.306 -1.4547
238.037109 99.902 -5.5487
238.403320 99.328 -6.5868
238.769531 99.096 -4.4956
239.135742 99.519 -2.6521
239.501953 100.283 -4.3544
239.868164 100.902 -9.5441
240.234375 101.134 -16.3405
240.600586 100.972 -22.7375
240.966797 100.583 -27.2280
241.333008 100.251 -29.4456
241.699219 100.204 -30.7006
242.065430 100.395 -32.9542
242.431641 100.568 -36.9467
242.797852 100.506 -41.9263
243.164062 100.142 -46.4973
243.530273 99.572 -49.3760
243.896484 99.016 -50.1285
244.262695 98.674 -49.7645
244.628906 98.516 -50.0220
244.995117 98.300 -51.6312
245.361328 97.790 -53.7050
245.727539 96.921 -54.2664
246.093750 95.919 -51.1182
246.459961 95.350 -44.0486
246.826172 95.596 -37.0988
247.192383 96.256 -34.3433
247.558594 96.726 -35.5322
247.924805 96.736 -38.1987
248.291016 96.330 -39.7346
248.657227 95.837 -38.3800
249.023438 95.739 -34.9098
249.389648 96.177 -32.8286
249.755859 96.760 -34.4507
250.122070 97.055 -39.0027
250.488281 96.874 -44.2325
250.854492 96.284 -47.5675
251.220703 95.657 -46.9911
251.586914 95.595 -43.3759
251.953125 96.289 -41.2103
252.319336 97.245 -43.3738
252.685547 97.965 -48.9585
253.051758 98.266 -55.8167
253.417969 98.179 -62.0381
253.784180 97.877 -66.3766
254.150391 97.607 -68.7280
254.516602 97.530 -70.3394
254.882812 97.570 -72.7612
255.249023 97.499 -76.4556
255.615234 97.118 -80.6465
255.981445 96.338 -83.8503
256.347656 95.218 -84.1865
256.713867 94.050 -79.7649
257.080078 93.444 -70.5088
257.446289 93.892 -60.6757
257.812500 95.087 -55.4111
258.178711 96.388 -55.7769
258.544922 97.411 -60.4117
258.911133 98.000 -67.7689
259.277344 98.092 -76.5508
259.643555 97.663 -85.5435
260.009766 96.720 -93.3511
260.375977 95.354 -98.1240
260.742188 93.898 -97.7354
261.108398 93.069 -92.0742
261.474609 93.400 -86.2822
261.840820 94.434 -85.7075
262.207031 95.478 -90.5129
262.573242 96.210 -98.7349
262.939453 96.537 -108.6462
263.305664 96.438 -118.9150
263.671875 95.927 -128.2844
264.038086 95.087 -135.3467
264.404297 94.156 -138.7764
264.770508 93.575 -138.7214
265.136719 93.657 -138.2725
265.502930 94.159 -140.9639
265.869141 94.594 -147.4116
266.235352 94.655 -156.1729
266.601562 94.252 -165.3638
266.967773 93.455 -173.1455
267.333984 92.513 -178.0393
267.700195 91.843 179.9854
268.066406 91.756 178.4939
268.432617 92.119 174.5464
268.798828 92.578 167.3801
269.165039 92.900 157.8706
269.531250 93.016 147.0820
269.897461 92.931 135.6953
270.263672 92.653 124.0083
270.629883 92.170 112.1509
270.996094 91.445 100.3284
271.362305 90.458 88.9670
271.728516 89.254 78.6675
272.094727 87.995 69.8318
272.460938 86.942 61.9036
272.827148 86.288 53.0200
273.193359 85.995 41.3318
273.559570 85.887 26.6929
273.925781 85.821 10.6936
274.291992 85.731 -4.3042
274.658203 85.639 -16.1321
275.024414 85.692 -23.7388
275.390625 86.080 -28.0166
275.756836 86.785 -31.1824
276.123047 87.559 -34.5527
276.489258 88.196 -37.7117
276.855469 88.708 -39.6526
277.221680 89.285 -40.2554
277.587891 90.060 -40.8865
277.954102 90.913 -43.1353
278.320312 91.589 -47.2083
278.686523 91.912 -51.9194
279.052734 91.901 -55.4724
279.418945 91.816 -56.4277
279.785156 92.093 -55.3740
280.151367 92.916 -55.5198
280.517578 93.971 -59.5146
280.883789 94.832 -67.2786
281.250000 95.259 -77.2854
281.616211 95.173 -87.7385
281.982422 94.610 -96.7515
282.348633 93.765 -102.3770
282.714844 93.090 -103.6226
283.081055 93.092 -102.7275
283.447266 93.707 -104.0542
283.813477 94.383 -109.1350
284.179688 94.705 -116.3906
284.545898 94.546 -123.3123
284.912109 94.039 -127.3745
285.278320 93.625 -127.1011
285.644531 93.860 -124.4915
286.010742 94.720 -124.1533
286.376953 95.646 -127.8853
286.743164 96.219 -134.2104
287.109375 96.327 -140.8657
287.475586 96.082 -145.8904
287.841797 95.780 -148.2910
288.208008 95.758 -149.0115
288.574219 96.081 -150.4888
288.940430 96.494 -154.1523
289.306641 96.737 -159.4170
289.672852 96.749 -164.7627
290.039062 96.682 -168.9531
290.405273 96.803 -172.0586
290.771484 97.259 -175.6814
291.137695 97.921 178.5474
291.503906 98.533 170.4224
291.870117 98.909 160.9116
292.236328 98.986 151.3716
292.602539 98.804 143.1064
292.968750 98.496 137.0706
293.334961 98.253 133.4688
293.701172 98.225 131.5483
294.067383 98.419 130.1807
294.433594 98.737 128.7834
294.799805 99.110 127.4268
295.166016 99.542 126.2087
295.532227 100.055 124.8086
295.898438 100.611 122.6829
296.264648 101.110 119.5928
296.630859 101.451 115.8379
296.997070 101.594 112.0806
297.363281 101.581 109.0088
297.729492 101.525 106.9631
298.095703 101.552 105.6367
298.461914 101.721 104.1682
298.828125 101.975 101.7429
299.194336 102.200 98.1270
299.560547 102.303 93.6665
299.926758 102.257 88.9854
300.292969 102.099 84.6792
300.659180 101.916 81.0620
301.025391 101.804 77.9949
301.391602 101.806 74.9617
301.757812 101.888 71.4517
302.124023 101.967 67.3386
302.490234 101.970 62.9429
302.856445 101.876 58.8157
303.222656 101.722 55.4370
303.588867 101.583 52.9417
303.955078 101.518 51.0337
304.321289 101.525 49.2415
304.687500 101.550 47.3347
305.053711 101.548 45.4753
305.419922 101.529 43.9675
305.786133 101.556 42.8333
306.152344 101.678 41.5977
306.518555 101.863 39.5867
306.884766 102.003 36.4907
307.250977 101.989 32.6106
307.617188 101.774 28.6770
307.983398 101.399 25.4902
308.349609 100.989 23.4780
308.715820 100.692 22.2969
309.082031 100.559 20.9514
309.448242 100.506 18.5955
309.814453 100.389 15.1631
310.180664 100.115 11.2493
310.546875 99.677 7.6404
310.913086 99.139 4.8994
311.279297 98.589 3.1460
311.645508 98.077 2.1672
312.011719 97.607 1.8286
312.377930 97.190 2.3003
312.744141 96.914 3.6780
313.110352 96.888 5.3127
313.476562 97.096 5.9062
313.842773 97.358 4.6345
314.208984 97.458 1.8477
314.575195 97.287 -1.2476
314.941406 96.894 -3.2329
315.307617 96.492 -3.2908
315.673828 96.348 -2.1760
316.040039 96.510 -1.9731
316.406250 96.731 -4.0488
316.772461 96.721 -7.9700
317.138672 96.327 -12.1594
317.504883 95.587 -14.6726
317.871094 94.764 -13.9802
318.237305 94.284 -10.4993
318.603516 94.337 -7.1575
318.969727 94.633 -6.3059
319.335938 94.801 -7.5515
319.702148 94.716 -9.1301
320.068359 94.507 -9.6292
320.434570 94.421 -9.1406
320.800781 94.557 -9.3406
321.166992 94.726 -11.7786
321.533203 94.624 -16.4788
321.899414 94.012 -22.2310
322.265625 92.762 -27.1414
322.631836 90.875 -28.5869
322.998047 88.670 -23.1992
323.364258 87.082 -9.9470
323.730469 86.796 4.4543
324.096680 87.066 14.3250
324.462891 87.177 22.0127
324.829102 87.245 31.1343
325.195312 87.791 41.7400
325.561523 88.977 50.3208
325.927734 90.410 54.7117
326.293945 91.723 55.6406
326.660156 92.794 54.5662
327.026367 93.638 52.5300
327.392578 94.302 50.1055
327.758789 94.833 47.6030
328.125000 95.273 45.2183
328.491211 95.666 43.0476
328.857422 96.055 41.0320
329.223633 96.464 38.9502
329.589844 96.884 36.5381
329.956055 97.275 33.6641
330.322266 97.591 30.4133
330.688477 97.805 27.0386
331.054688 97.917 23.8376
331.420898 97.950 21.0312
331.787109 97.940 18.6907
332.153320 97.914 16.7434
332.519531 97.884 15.0513
332.885742 97.848 13.5007
333.251953 97.797 12.0413
333.618164 97.727 10.6606
333.984375 97.634 9.3477
334.350586 97.511 8.0940
334.716797 97.349 6.9312
335.083008 97.142 5.9607
335.449219 96.894 5.3257
335.815430 96.628 5.1299
336.181641 96.368 5.3657
336.547852 96.128 5.9458
336.914062 95.901 6.8428
337.280273 95.687 8.2085
337.646484 95.523 10.2786
338.012695 95.493 13.0312
338.378906 95.675 15.8845
338.745117 96.048 17.9355
339.111328 96.491 18.6626
339.477539 96.871 18.2920
339.843750 97.124 17.5625
340.209961 97.288 17.2373
340.576172 97.476 17.6082
340.942383 97.795 18.2131
341.308594 98.247 18.1616
341.674805 98.724 16.9011
342.041016 99.096 14.6025
342.407227 99.294 11.9426
342.773438 99.334 9.6843
343.139648 99.305 8.2939
343.505859 99.314 7.6760
343.872070 99.416 7.2520
344.238281 99.578 6.4568
344.604492 99.723 5.1846
344.970703 99.806 3.7561
345.336914 99.848 2.5449
345.703125 99.912 1.5974
346.069336 100.037 0.5476
346.435547 100.196 -1.0645
