* Measurement data measured by REW V5.31.3
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0.540
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Aug 13, 2026 7:07:38 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Bench Mic 2
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 79.284 150.7213
0.732422 76.510 119.1745
1.098633 71.083 79.2017
1.464844 63.243 0.6374
1.831055 63.727 -95.3571
2.197266 61.211 -168.7008
2.563477 65.381 65.4138
2.929688 73.563 10.0747
3.295898 78.089 -30.6619
3.662109 81.000 -70.7220
4.028320 83.356 -111.3198
4.394531 85.596 -150.0644
4.760742 87.610 175.3127
5.126953 89.121 145.0999
5.493164 89.947 118.5317
5.859375 89.997 94.8122
6.225586 89.213 73.4171
6.591797 87.521 54.0684
6.958008 84.811 36.5490
7.324219 80.943 19.9520
7.690430 75.925 -1.0092
8.056641 72.238 -44.5908
8.422852 75.827 -88.2601
8.789062 80.889 -107.8673
9.155273 84.837 -121.6679
9.521484 87.670 -134.9948
9.887695 89.545 -148.5375
10.253906 90.586 -162.0664
10.620117 90.881 -175.0911
10.986328 90.514 173.0934
11.352539 89.620 163.4041
11.718750 88.472 156.5774
12.084961 87.498 151.8262
12.451172 86.968 145.7755
12.817383 86.667 134.8386
13.183594 86.182 117.9634
13.549805 85.228 95.9541
13.916016 83.604 70.2090
14.282227 80.931 42.2418
14.648438 76.050 13.2625
15.014648 61.066 -19.2054
15.380859 71.443 138.7133
15.747070 76.924 109.2627
16.113281 77.477 77.3165
16.479492 73.600 27.2899
16.845703 75.393 -87.0618
17.211914 83.691 -137.6560
17.578125 88.343 -168.1224
17.944336 90.921 165.3899
18.310547 91.994 140.0706
18.676758 91.665 114.7650
19.042969 89.666 88.1229
19.409180 84.912 55.4115
19.775391 75.837 -34.5190
20.141602 84.396 -130.0029
20.507812 89.061 -163.8274
20.874023 90.855 168.3174
21.240234 90.895 141.0314
21.606445 89.417 112.2134
21.972656 86.264 78.8110
22.338867 81.064 31.3386
22.705078 77.115 -54.0121
23.071289 79.844 -129.8159
23.437500 82.087 176.0762
23.803711 83.893 125.1985
24.169922 85.976 79.6804
24.536133 87.752 42.5957
24.902344 88.588 12.5491
25.268555 88.142 -11.9753
25.634766 86.031 -29.9902
26.000977 81.696 -32.0247
26.367188 79.557 8.0393
26.733398 84.283 24.4202
27.099609 87.162 14.8899
27.465820 87.969 -0.2109
27.832031 86.991 -15.2800
28.198242 84.041 -25.1853
28.564453 79.167 -13.4192
28.930664 79.541 27.5249
29.296875 83.284 32.5190
29.663086 84.848 20.7827
30.029297 84.432 5.2979
30.395508 82.048 -8.7839
30.761719 77.175 -11.6074
31.127930 73.288 28.8772
31.494141 77.651 50.0422
31.860352 80.262 39.2412
32.226562 80.809 21.0852
32.592773 79.890 1.2395
32.958984 77.857 -17.6335
33.325195 75.223 -33.0674
33.691406 73.112 -45.1316
34.057617 72.574 -61.8079
34.423828 73.257 -89.7693
34.790039 74.493 -125.6311
35.156250 75.804 -163.8184
35.522461 76.777 158.2170
35.888672 77.167 120.5066
36.254883 76.895 81.9922
36.621094 76.054 41.1624
36.987305 74.996 -3.0359
37.353516 74.254 -48.5854
37.719727 73.867 -89.5591
38.085938 73.141 -120.7664
38.452148 71.492 -137.3657
38.818359 70.147 -130.4810
39.184570 72.613 -116.1794
39.550781 76.202 -119.3513
39.916992 78.706 -131.3149
40.283203 80.104 -145.4172
40.649414 80.620 -159.0068
41.015625 80.454 -170.7922
41.381836 79.796 179.9055
41.748047 78.807 173.2925
42.114258 77.569 169.4644
42.480469 76.117 169.4866
42.846680 74.793 176.1870
43.212891 74.775 -170.7190
43.579102 76.590 -161.9019
43.945312 78.924 -163.1326
44.311523 80.889 -170.9841
44.677734 82.319 178.2776
45.043945 83.273 167.0088
45.410156 83.869 156.6670
45.776367 84.252 148.0347
46.142578 84.560 141.2188
46.508789 84.869 135.8279
46.875000 85.174 131.5376
47.241211 85.469 128.5674
47.607422 85.871 127.3411
47.973633 86.624 127.2217
48.339844 87.840 125.8669
48.706055 89.298 121.0356
49.072266 90.648 112.3193
49.438477 91.649 100.5884
49.804688 92.191 87.0088
50.170898 92.238 72.6990
50.537109 91.801 58.7632
50.903320 90.941 46.3940
51.269531 89.818 36.8040
51.635742 88.729 30.5896
52.001953 88.007 26.5637
52.368164 87.687 22.0974
52.734375 87.454 15.7817
53.100586 86.984 8.5803
53.466797 86.197 2.8462
53.833008 85.385 0.8882
54.199219 85.172 2.1382
54.565430 85.801 1.6550
54.931641 86.717 -4.0884
55.297852 87.336 -14.2759
55.664062 87.402 -26.6072
56.030273 86.864 -38.7378
56.396484 85.827 -48.1492
56.762695 84.699 -52.3489
57.128906 84.295 -51.8579
57.495117 85.006 -53.0627
57.861328 86.132 -60.8425
58.227539 86.932 -74.6042
58.593750 87.058 -92.5874
58.959961 86.306 -114.0605
59.326172 84.417 -140.0818
59.692383 81.071 -176.2922
60.058594 77.855 120.5586
60.424805 80.355 53.5906
60.791016 83.526 15.0127
61.157227 84.933 -12.0288
61.523438 84.570 -33.9966
61.889648 82.038 -50.8354
62.255859 75.537 -49.2830
62.622070 75.365 30.6836
62.988281 82.821 36.6658
63.354492 86.268 24.8943
63.720703 87.739 11.8247
64.086914 87.961 0.9673
64.453125 87.415 -5.2944
64.819336 86.767 -5.6938
65.185547 86.730 -2.9617
65.551758 87.280 -2.3940
65.917969 87.860 -5.3884
66.284180 88.216 -10.0161
66.650391 88.506 -14.6887
67.016602 88.998 -19.9070
67.382812 89.715 -27.5784
67.749023 90.392 -38.7048
68.115234 90.727 -52.5999
68.481445 90.506 -67.6343
68.847656 89.584 -81.6138
69.213867 87.904 -91.2393
69.580078 85.849 -91.2561
69.946289 85.049 -80.2881
70.312500 86.312 -72.7898
70.678711 87.791 -75.6523
71.044922 88.460 -83.6001
71.411133 88.211 -91.7827
71.777344 87.258 -96.6382
72.143555 86.167 -95.9619
72.509766 85.688 -91.9946
72.875977 85.807 -90.7017
73.242188 85.786 -94.0161
73.608398 85.140 -99.5793
73.974609 83.820 -104.2041
74.340820 82.143 -105.4888
74.707031 80.661 -104.0820
75.073242 79.473 -104.2844
75.439453 77.880 -108.3704
75.805664 74.971 -112.7903
76.171875 70.156 -103.0217
76.538086 69.255 -59.4248
76.904297 73.565 -48.5566
77.270508 76.053 -58.7917
77.636719 76.871 -72.6804
78.002930 76.482 -83.2234
78.369141 75.600 -83.9485
78.735352 76.048 -74.1755
79.101562 78.431 -68.6699
79.467773 80.937 -72.7351
79.833984 82.728 -81.2454
80.200195 83.792 -90.3276
80.566406 84.333 -98.0503
80.932617 84.605 -103.8921
81.298828 84.802 -108.5630
81.665039 84.939 -113.2610
82.031250 84.886 -118.5100
82.397461 84.514 -123.7415
82.763672 83.818 -127.7007
83.129883 82.972 -129.2361
83.496094 82.288 -128.4468
83.862305 81.951 -127.1882
84.228516 81.816 -127.2529
84.594727 81.620 -128.4629
84.960938 81.275 -129.1460
85.327148 80.973 -127.6697
85.693359 81.089 -124.2146
86.059570 81.805 -121.3528
86.425781 82.865 -121.4482
86.791992 83.878 -124.6355
87.158203 84.585 -129.6882
87.524414 84.866 -135.0181
87.890625 84.711 -138.8252
88.256836 84.284 -139.1077
88.623047 84.057 -134.8459
88.989258 84.574 -128.8040
89.355469 85.695 -126.0405
89.721680 86.766 -128.0735
90.087891 87.332 -133.1697
90.454102 87.224 -138.9248
90.820312 86.435 -142.8628
91.186523 85.148 -142.2390
91.552734 83.912 -134.8215
91.918945 83.577 -122.3560
92.285156 84.379 -111.0566
92.651367 85.797 -104.6453
93.017578 87.365 -103.4956
93.383789 88.768 -107.2576
93.750000 89.728 -115.1580
94.116211 90.006 -125.9487
94.482422 89.368 -137.9263
94.848633 87.490 -148.1597
95.214844 83.973 -148.3633
95.581055 81.383 -117.2046
95.947266 85.396 -93.7522
96.313477 89.132 -99.3931
96.679688 91.262 -113.9592
97.045898 92.176 -131.0193
97.412109 92.104 -148.0110
97.778320 91.175 -162.9121
98.144531 89.576 -173.1716
98.510742 87.861 -176.1545
98.876953 87.026 -173.9136
99.243164 87.141 -174.8347
99.609375 87.095 178.0139
99.975586 86.017 168.1282
100.341797 83.344 162.2344
100.708008 79.446 177.8228
101.074219 80.906 -146.2998
101.440430 84.940 -142.6541
101.806641 87.201 -153.7485
102.172852 87.855 -168.3655
102.539062 87.080 177.8550
102.905273 84.871 169.7429
103.271484 81.849 177.7935
103.637695 81.884 -157.8101
104.003906 84.645 -151.2095
104.370117 86.473 -159.4824
104.736328 86.893 -172.6338
105.102539 85.932 174.0215
105.468750 83.482 165.1538
105.834961 79.786 171.9949
106.201172 79.142 -157.7771
106.567383 82.403 -147.3230
106.933594 84.721 -155.2068
107.299805 85.659 -168.8218
107.666016 85.426 176.5193
108.032227 84.103 163.7639
108.398438 81.738 157.1790
108.764648 79.070 164.6060
109.130859 78.873 -176.0618
109.497070 80.923 -168.3787
109.863281 82.534 -172.2656
110.229492 83.110 -179.5352
110.595703 82.746 174.9702
110.961914 81.844 175.5479
111.328125 81.440 -176.0430
111.694336 82.437 -167.0928
112.060547 84.044 -165.3621
112.426758 85.265 -169.6851
112.792969 85.787 -176.6350
113.159180 85.614 176.4041
113.525391 84.896 171.4180
113.891602 83.949 169.6399
114.257812 83.198 170.3250
114.624023 82.809 170.3726
114.990234 82.466 167.3479
115.356445 81.736 161.7153
115.722656 80.393 156.1582
116.088867 78.604 155.1272
116.455078 77.464 162.4182
116.821289 78.396 170.5007
117.187500 80.510 168.8467
117.553711 82.496 159.6431
117.919922 83.997 147.6094
118.286133 85.006 135.5798
118.652344 85.594 124.9541
119.018555 85.843 116.1787
119.384766 85.792 109.0278
119.750977 85.376 103.0771
120.117188 84.394 98.4985
120.483398 82.533 97.2390
120.849609 79.583 105.9675
121.215820 77.516 137.8320
121.582031 80.250 168.8643
121.948242 83.661 177.8145
122.314453 86.018 177.7869
122.680664 87.527 174.7341
123.046875 88.399 170.2583
123.413086 88.669 164.7681
123.779297 88.215 158.8647
124.145508 86.791 154.4583
124.511719 84.175 157.2358
124.877930 81.741 -179.8323
125.244141 83.827 -152.4878
125.610352 87.148 -149.1301
125.976562 89.259 -157.7466
126.342773 90.226 -170.6240
126.708984 90.306 175.4846
127.075195 89.767 162.7710
127.441406 89.009 153.0847
127.807617 88.629 146.6660
128.173828 89.038 140.4441
128.540039 89.958 130.9434
128.906250 90.807 117.9592
129.272461 91.171 103.2505
129.638672 90.800 88.8428
130.004883 89.488 77.1082
130.371094 87.064 72.4436
130.737305 84.164 84.7488
131.103516 84.415 112.4207
131.469727 87.311 124.1572
131.835938 89.587 122.6807
132.202148 90.881 116.7961
132.568359 91.387 109.8716
132.934570 91.243 103.3088
133.300781 90.508 98.2341
133.666992 89.265 96.4729
134.033203 87.909 100.6516
134.399414 87.443 110.1228
134.765625 88.312 116.1528
135.131836 89.490 113.1016
135.498047 90.113 102.8079
135.864258 89.874 88.0686
136.230469 88.616 70.8240
136.596680 86.083 52.8105
136.962891 81.591 37.5884
137.329102 73.373 46.5759
137.695312 74.929 113.6453
138.061523 80.193 109.1709
138.427734 82.100 90.9617
138.793945 81.928 71.7302
139.160156 79.716 57.0488
139.526367 75.122 62.9253
139.892578 75.599 108.5986
140.258789 80.794 114.6873
140.625000 83.555 102.2312
140.991211 84.268 86.2825
141.357422 82.994 71.5103
141.723633 78.914 65.6523
142.089844 73.584 114.9136
142.456055 80.905 150.9624
142.822266 85.536 143.6294
143.188477 87.789 130.0056
143.554688 88.521 115.6777
143.920898 88.004 102.8699
144.287109 86.276 94.3699
144.653320 83.509 96.5278
145.019531 81.787 117.7952
145.385742 83.830 136.7600
145.751953 86.475 137.2563
146.118164 88.169 128.4568
146.484375 88.912 115.5232
146.850586 88.797 100.1675
147.216797 87.810 82.7097
147.583008 85.773 62.4167
147.949219 82.229 36.0176
