* Measurement data measured by REW V5.31.3
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), R, volume: 0.540
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Aug 13, 2026 7:08:23 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Bench Mic 5
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 79.517 -51.6445
0.732422 82.188 -82.9061
1.098633 83.404 -104.7810
1.464844 82.775 -123.0299
1.831055 79.288 -137.8603
2.197266 66.733 -115.6440
2.563477 78.147 -18.0291
2.929688 84.348 -31.0293
3.295898 86.783 -48.9984
3.662109 86.958 -68.1955
4.028320 84.769 -87.5152
4.394531 78.012 -103.4609
4.760742 72.172 25.4483
5.126953 83.555 16.4283
5.493164 87.328 -6.4635
5.859375 88.691 -32.9178
6.225586 88.692 -63.2027
6.591797 87.979 -98.0227
6.958008 87.213 -135.7850
7.324219 86.617 -171.0706
7.690430 85.640 161.6116
8.056641 83.658 147.0798
8.422852 81.516 154.3612
8.789062 82.836 172.1884
9.155273 85.474 171.8574
9.521484 86.592 160.3924
9.887695 85.559 145.2634
10.253906 80.879 131.1768
10.620117 67.053 -125.2603
10.986328 84.156 -101.7422
11.352539 89.520 -118.5556
11.718750 92.106 -137.4729
12.084961 93.143 -156.9877
12.451172 93.007 -176.6647
12.817383 91.823 163.8503
13.183594 89.604 145.1732
13.549805 86.353 128.7213
13.916016 82.362 117.5864
14.282227 79.133 113.5863
14.648438 78.581 104.0713
15.014648 79.833 79.1988
15.380859 81.568 47.1757
15.747070 82.929 14.4664
16.113281 83.436 -18.6234
16.479492 82.983 -54.7695
16.845703 81.966 -98.2484
17.211914 81.724 -150.0358
17.578125 83.066 160.8446
17.944336 84.672 121.6300
18.310547 85.526 89.2833
18.676758 85.320 60.2773
19.042969 83.822 32.4312
19.409180 80.370 3.7337
19.775391 71.875 -34.6105
20.141602 71.807 157.5914
20.507812 80.877 118.2821
20.874023 84.890 89.0892
21.240234 87.083 61.7164
21.606445 88.134 35.6954
21.972656 88.187 11.5551
22.338867 87.138 -9.2707
22.705078 84.704 -22.6321
23.071289 81.323 -15.0725
23.437500 82.376 12.9501
23.803711 86.284 15.0813
24.169922 88.744 2.1922
24.536133 89.651 -14.8868
24.902344 89.098 -32.1063
25.268555 86.909 -45.5347
25.634766 82.893 -43.9218
26.000977 81.641 -9.6559
26.367188 85.767 1.4818
26.733398 88.510 -10.5137
27.099609 89.514 -29.4392
27.465820 89.030 -50.8614
27.832031 86.949 -72.9765
28.198242 82.465 -93.4249
28.564453 71.414 -91.3135
28.930664 76.376 6.4644
29.296875 82.249 -9.6442
29.663086 83.971 -34.2448
30.029297 83.336 -61.9509
30.395508 80.119 -95.2657
30.761719 72.913 -161.6213
31.127930 77.666 88.9905
31.494141 83.480 48.9991
31.860352 86.250 21.5291
32.226562 87.283 -1.6946
32.592773 86.995 -21.4523
32.958984 85.514 -36.3093
33.325195 83.053 -42.0186
33.691406 80.982 -32.9484
34.057617 81.503 -20.8380
34.423828 82.997 -22.2766
34.790039 83.716 -33.3884
35.156250 83.414 -49.4798
35.522461 82.192 -69.3165
35.888672 80.292 -94.1544
36.254883 78.389 -126.6970
36.621094 77.773 -165.1150
36.987305 78.660 160.6086
37.353516 79.765 134.3214
37.719727 80.219 113.3250
38.085938 79.641 95.5872
38.452148 77.688 81.3657
38.818359 73.837 75.5294
39.184570 68.945 99.0486
39.550781 70.879 133.8652
39.916992 73.447 131.0917
40.283203 73.309 113.0259
40.649414 70.235 80.0281
41.015625 67.335 2.1143
41.381836 73.127 -61.8842
41.748047 77.393 -91.1425
42.114258 79.710 -111.6887
42.480469 80.837 -128.7067
42.846680 81.214 -143.6670
43.212891 81.135 -157.4008
43.579102 80.810 -170.5876
43.945312 80.395 176.4537
44.311523 80.033 164.0698
44.677734 79.893 153.0940
45.043945 80.143 143.9772
45.410156 80.800 136.1194
45.776367 81.639 128.7015
46.142578 82.341 122.1049
46.508789 82.765 118.1895
46.875000 83.204 119.0530
47.241211 84.353 123.2378
47.607422 86.335 124.4525
47.973633 88.406 119.3427
48.339844 89.950 109.3254
48.706055 90.730 96.7679
49.072266 90.671 83.7976
49.438477 89.769 72.7971
49.804688 88.223 67.2560
50.170898 86.934 70.4773
50.537109 87.285 76.4985
50.903320 88.733 73.8258
51.269531 89.939 62.2631
51.635742 90.445 45.8130
52.001953 90.191 27.3988
52.368164 89.170 9.2620
52.734375 87.358 -5.9883
53.100586 84.842 -14.0198
53.466797 82.539 -8.8165
53.833008 82.526 4.0399
54.199219 84.131 7.8164
54.565430 85.476 3.4264
54.931641 86.162 -3.4342
55.297852 86.338 -9.9095
55.664062 86.199 -15.2297
56.030273 85.815 -19.6162
56.396484 85.103 -22.8901
56.762695 83.989 -23.2123
57.128906 82.838 -17.2292
57.495117 82.793 -5.7207
57.861328 84.199 1.1954
58.227539 85.816 -1.2803
58.593750 86.833 -10.2108
58.959961 87.040 -22.5419
59.326172 86.370 -36.4165
59.692383 84.699 -50.5562
60.058594 81.665 -63.4006
60.424805 76.137 -69.7948
60.791016 67.118 -17.6309
61.157227 75.257 33.4900
61.523438 79.741 26.7220
61.889648 81.549 13.5588
62.255859 81.592 -0.4545
62.622070 79.765 -11.9789
62.988281 75.080 -9.2939
63.354492 73.502 51.7880
63.720703 80.824 69.0381
64.086914 85.229 59.4564
64.453125 87.799 45.1239
64.819336 89.224 30.0135
65.185547 89.830 15.6400
65.551758 89.841 3.0001
65.917969 89.482 -7.1941
66.284180 89.026 -14.8682
66.650391 88.710 -21.0613
67.016602 88.588 -27.5200
67.382812 88.514 -35.3778
67.749023 88.311 -44.5531
68.115234 87.886 -54.2249
68.481445 87.250 -63.4479
68.847656 86.485 -71.5494
69.213867 85.687 -78.3167
69.580078 84.906 -83.8434
69.946289 84.137 -88.0221
70.312500 83.411 -90.2307
70.678711 82.921 -90.0148
71.044922 82.941 -88.6934
71.411133 83.440 -89.2444
71.777344 84.007 -93.3580
72.143555 84.215 -100.3229
72.509766 83.803 -108.1543
72.875977 82.665 -114.0715
73.242188 80.982 -114.0717
73.608398 79.734 -104.9993
73.974609 80.167 -94.1149
74.340820 81.426 -91.7979
74.707031 82.195 -96.6526
75.073242 82.043 -103.9186
75.439453 80.949 -109.2388
75.805664 79.294 -107.7603
76.171875 78.371 -97.7083
76.538086 79.088 -89.6342
76.904297 80.091 -91.5007
77.270508 80.186 -100.1871
77.636719 78.817 -111.3505
78.002930 75.109 -119.7823
78.369141 66.569 -93.8420
78.735352 72.742 -17.3125
79.101562 79.028 -20.1521
79.467773 82.312 -31.9849
79.833984 84.187 -45.0400
80.200195 85.227 -57.6526
80.566406 85.728 -69.1764
80.932617 85.883 -79.3378
81.298828 85.833 -88.1086
81.665039 85.678 -95.6599
82.031250 85.474 -102.2943
82.397461 85.232 -108.3307
82.763672 84.915 -113.9419
83.129883 84.468 -118.9843
83.496094 83.847 -122.8951
83.862305 83.090 -124.7715
84.228516 82.367 -123.8745
84.594727 81.956 -120.7035
84.960938 81.983 -117.3906
85.327148 82.251 -115.8512
85.693359 82.467 -116.1656
86.059570 82.487 -117.2578
86.425781 82.341 -118.1488
86.791992 82.127 -118.6619
87.158203 81.875 -119.3314
87.524414 81.481 -120.5325
87.890625 80.788 -121.6461
88.256836 79.732 -120.8569
88.623047 78.538 -115.5696
88.989258 77.919 -104.7908
89.355469 78.570 -93.3827
89.721680 80.128 -87.7761
90.087891 81.837 -88.9646
90.454102 83.306 -95.3641
90.820312 84.369 -105.5107
91.186523 84.913 -118.2153
91.552734 84.812 -132.2157
91.918945 83.894 -145.6760
92.285156 81.942 -154.8481
92.651367 79.203 -150.2352
93.017578 79.106 -126.2042
93.383789 82.628 -116.9973
93.750000 85.659 -125.1364
94.116211 87.488 -139.4963
94.482422 88.247 -155.4052
94.848633 88.037 -170.3497
95.214844 86.933 178.2306
95.581055 85.221 174.0415
95.947266 83.956 179.6055
96.313477 84.293 -173.0890
96.679688 85.277 -173.7666
97.045898 85.621 179.4731
97.412109 84.877 171.8011
97.778320 83.011 169.1913
98.144531 80.949 179.7662
98.510742 81.315 -161.6604
98.876953 83.300 -155.9990
99.243164 84.551 -161.0469
99.609375 84.554 -169.2197
99.975586 83.299 -174.9113
100.341797 81.174 -170.9005
100.708008 80.290 -152.5116
101.074219 82.183 -138.9398
101.440430 84.318 -139.7974
101.806641 85.527 -147.6914
102.172852 85.780 -157.5879
102.539062 85.208 -166.5883
102.905273 84.006 -172.1431
103.271484 82.619 -171.6958
103.637695 81.916 -165.3662
104.003906 82.434 -159.3540
104.370117 83.579 -158.9448
104.736328 84.659 -163.5391
105.102539 85.424 -170.8792
105.468750 85.845 -179.2695
105.834961 85.948 172.4072
106.201172 85.775 164.9803
106.567383 85.381 159.1691
106.933594 84.860 155.5720
107.299805 84.363 154.3862
107.666016 84.039 154.9998
108.032227 83.910 156.1666
108.398438 83.830 157.1174
108.764648 83.627 158.4574
109.130859 83.327 161.8833
109.497070 83.310 168.4023
109.863281 84.039 175.4376
110.229492 85.347 178.3884
110.595703 86.613 175.9558
110.961914 87.408 169.7900
111.328125 87.565 162.1323
111.694336 87.071 155.2671
112.060547 86.082 151.7322
112.426758 85.108 153.5562
112.792969 84.929 158.6674
113.159180 85.599 160.6703
113.525391 86.352 156.9316
113.891602 86.623 149.3721
114.257812 86.209 140.7516
114.624023 85.090 133.8015
114.990234 83.426 131.6669
115.356445 81.828 137.2574
115.722656 81.337 148.2717
116.088867 82.042 156.4211
116.455078 83.019 158.7386
116.821289 83.732 157.2166
117.187500 84.025 153.6832
117.553711 83.776 149.3085
117.919922 82.776 145.8319
118.286133 80.811 147.7761
118.652344 78.696 165.7181
119.018555 80.200 -166.2990
119.384766 83.849 -158.4348
119.750977 86.638 -164.5087
120.117188 88.317 -176.1177
120.483398 89.036 170.1252
120.849609 88.888 155.9557
121.215820 87.894 142.8542
121.582031 86.023 132.9672
121.948242 83.345 130.5474
122.314453 80.850 142.3881
122.680664 80.976 162.2708
123.046875 82.896 171.1750
123.413086 84.579 171.2866
123.779297 85.758 169.0244
124.145508 86.719 167.0518
124.511719 87.735 165.2421
124.877930 88.836 162.2271
125.244141 89.827 157.2482
125.610352 90.482 150.8021
125.976562 90.669 144.2205
126.342773 90.386 139.2821
126.708984 89.843 137.8086
127.075195 89.514 140.1506
127.441406 89.792 143.1515
127.807617 90.414 142.7604
128.173828 90.788 138.4089
128.540039 90.521 132.2175
128.906250 89.478 127.4473
129.272461 87.909 128.5127
129.638672 86.959 137.9189
130.004883 87.731 146.5325
130.371094 89.113 145.0544
130.737305 89.911 135.7205
131.103516 89.769 122.6255
131.469727 88.573 108.9086
131.835938 86.197 98.4185
132.202148 82.813 99.4910
132.568359 81.222 120.7350
132.934570 83.568 132.8169
133.300781 85.852 126.3529
133.666992 86.957 112.9165
134.033203 86.956 98.0845
134.399414 85.918 84.9910
134.765625 83.885 77.1674
135.131836 81.266 80.4585
135.498047 79.922 97.5414
135.864258 81.000 112.1637
136.230469 82.475 116.4446
136.596680 83.420 116.3505
136.962891 83.982 115.6416
137.329102 84.423 114.7101
137.695312 84.777 112.4948
138.061523 84.854 108.6002
138.427734 84.447 104.1029
138.793945 83.499 101.3538
139.160156 82.309 103.4453
139.526367 81.762 110.9417
139.892578 82.460 117.0312
140.258789 83.640 115.7509
140.625000 84.429 108.3920
140.991211 84.468 98.3071
141.357422 83.606 88.9194
141.723633 81.808 85.2296
142.089844 79.926 95.7532
142.456055 80.868 116.0568
142.822266 83.878 122.3564
143.188477 86.365 116.7869
143.554688 87.868 106.8423
143.920898 88.462 96.3035
144.287109 88.269 87.5952
144.653320 87.501 83.0437
145.019531 86.669 84.4282
145.385742 86.522 89.7290
145.751953 87.148 92.7122
146.118164 87.818 90.4293
146.484375 87.939 84.4390
146.850586 87.256 77.3887
147.216797 85.672 72.3447
147.583008 83.339 73.9525
147.949219 81.425 87.0845
