"Sens Factor =-1.849dB, SERNO: 7164434"
1815.618	-0.1900
1838.221	-0.1832
1861.104	-0.1758
1884.272	-0.1678
1907.729	-0.1589
1931.478	-0.1492
1955.523	-0.1384
1979.866	-0.1265
2004.513	-0.1135
2029.467	-0.0997
2054.731	-0.0856
2080.31	-0.0719
2106.207	-0.0588
2132.427	-0.0464
2158.973	-0.0343
2185.849	-0.0225
2213.06	-0.0113
2240.61	-0.0010
2268.503	0.0080
2296.743	0.0155
2325.334	0.0215
2354.282	0.0270
2383.59	0.0330
2413.262	0.0396
2443.305	0.0468
2473.721	0.0546
2504.515	0.0631
2535.693	0.0723
2567.26	0.0819
2599.219	0.0920
2631.576	0.1027
2664.335	0.1138
2697.503	0.1254
2731.084	0.1379
2765.082	0.1511
2799.504	0.1652
2834.354	0.1803
2869.638	0.1964
2905.362	0.2134
2941.53	0.2312
2978.148	0.2496
3015.222	0.2685
3052.758	0.2879
3090.761	0.3076
3129.237	0.3277
3168.192	0.3479
3207.632	0.3682
3247.563	0.3884
3287.991	0.4087
3328.923	0.4292
3370.364	0.4503
3412.32	0.4727
3454.799	0.4972
3497.807	0.5240
3541.351	0.5528
3585.436	0.5832
3630.07	0.6146
3675.26	0.6470
3721.012	0.6806
3767.334	0.7155
3814.233	0.7518
3861.715	0.7895
3909.789	0.8282
3958.46	0.8673
4007.738	0.9070
4057.63	0.9474
4108.142	0.9886
4159.283	1.0305
4211.061	1.0733
4263.483	1.1168
4316.559	1.1611
4370.294	1.2064
4424.699	1.2526
4479.781	1.2997
4535.548	1.3475
4592.01	1.3958
4649.175	1.4444
4707.051	1.4931
4765.648	1.5418
4824.975	1.5906
4885.039	1.6396
4945.852	1.6890
5007.421	1.7391
5069.757	1.7891
5132.87	1.8388
5196.768	1.8883
5261.46	1.9374
5326.959	1.9858
5393.273	2.0335
5460.413	2.0803
5528.388	2.1261
5597.209	2.1711
5666.887	2.2149
5737.433	2.2577
5808.857	2.2997
5881.169	2.3412
5954.383	2.3826
6028.507	2.4241
6103.555	2.4663
6179.536	2.5093
6256.464	2.5535
6334.349	2.5994
6413.204	2.6470
6493.04	2.6959
6573.87	2.7457
6655.706	2.7956
6738.562	2.8443
6822.448	2.8904
6907.379	2.9324
6993.367	2.9692
7080.426	2.9999
7168.568	3.0242
7257.808	3.0438
7348.158	3.0608
7439.633	3.0762
7532.248	3.0903
7626.015	3.1038
7720.949	3.1165
7817.065	3.1276
7914.377	3.1369
8012.901	3.1437
8112.652	3.1472
8213.645	3.1457
8315.894	3.1387
8419.416	3.1279
8524.228	3.1143
8630.343	3.0985
8737.78	3.0814
8846.555	3.0641
8956.683	3.0466
9068.182	3.0285
9181.069	3.0096
9295.362	2.9896
9411.078	2.9678
9528.233	2.9437
9646.849	2.9170
9766.939	2.8876
9888.525	2.8556
10011.625	2.8214
10136.257	2.7850
10262.44	2.7465
10390.195	2.7060
10519.54	2.6633
10650.495	2.6180
10783.08	2.5701
10917.316	2.5192
11053.223	2.4661
11190.821	2.4117
11330.133	2.3574
11471.179	2.3046
11613.98	2.2547
11758.561	2.2092
11904.939	2.1680
12053.141	2.1289
12203.188	2.0901
12355.102	2.0506
12508.907	2.0099
12664.627	1.9678
12822.286	1.9249
12981.907	1.8817
13143.516	1.8388
13307.136	1.7969
13472.793	1.7566
13640.512	1.7189
13810.319	1.6841
13982.24	1.6508
14156.302	1.6185
14332.529	1.5864
14510.951	1.5541
14691.595	1.5211
14874.486	1.4878
15059.655	1.4546
15247.129	1.4222
15436.937	1.3905
15629.106	1.3601
15823.669	1.3314
16020.654	1.3043
16220.091	1.2794
16422.01	1.2563
16626.443	1.2353
16833.422	1.2185
17042.977	1.2037
17255.141	1.1931
17469.945	1.1835
17687.424	1.1753
17907.609	1.1631
18130.537	1.1513
18356.24	1.1400
18584.752	1.1290
18816.107	1.1183
19050.346	1.1082
19287.498	1.0984
19527.604	1.0883
19770.697	1.0783
20016.816	1.0689

